crag_number,crag_name,route_number,route_name,grade,length_m,route_url
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Baum des lebens8a+25m,,,https://climbinleonidio.com/route/baum-des-lebens-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,In memo martin6c+15m,,,https://climbinleonidio.com/route/in-memo-martin-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Cac8a25m,,,https://climbinleonidio.com/route/cac-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Wings for life8a+30m,,,https://climbinleonidio.com/route/wings-for-life-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Angi orangi6c15m,,,https://climbinleonidio.com/route/angi-orangi-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Angi orangi ext8a35m,,,https://climbinleonidio.com/route/angi-orangi-ext-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Angi orangi direct8a35m,,,https://climbinleonidio.com/route/angi-orangi-direct-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Brexit7c35m,,,https://climbinleonidio.com/route/brexit-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Bauschkraft 8008a35m,,,https://climbinleonidio.com/route/bauschkraft-800-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Bauschkraft,800,,https://climbinleonidio.com/route/bauschkraft-800-ext-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Croits slits shrauben tsia6a+18m,,,https://climbinleonidio.com/route/croits-slits-shrauben-tsia-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Honich kouchen feat7a15m,,,https://climbinleonidio.com/route/honich-kouchen-feat-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Fronapropen6b10m,,,https://climbinleonidio.com/route/fronapropen-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Donkey kong junior8a25m,,,https://climbinleonidio.com/route/donkey-kong-junior-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Donkey kong8b30m,,,https://climbinleonidio.com/route/donkey-kong-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Guigui the kid8c25m,,,https://climbinleonidio.com/route/guigui-the-kid-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Rainbow warrior8c25m,,,https://climbinleonidio.com/route/rainbow-warrior-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Nid de fadas9a+?25m,,,https://climbinleonidio.com/route/nid-de-fadas-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,K3 climbing7c15m,,,https://climbinleonidio.com/route/k3-climbing-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,K3 climbing ext8b+25m,,,https://climbinleonidio.com/route/k3-climbing-ext-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,First class7c+15m,,,https://climbinleonidio.com/route/first-class-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Bergsteigerkante7c+10m,,,https://climbinleonidio.com/route/bergsteigerkante-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Bergsteigerkante ext8b+20m,,,https://climbinleonidio.com/route/bergsteigerkante-ext-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Lai lai7a25m,,,https://climbinleonidio.com/route/lai-lai-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Manyong7a20m,,,https://climbinleonidio.com/route/manyong-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Stalker7a20m,,,https://climbinleonidio.com/route/stalker-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Bernie musculus7c+15m,,,https://climbinleonidio.com/route/bernie-musculus-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,No name 407b+?15m,,,https://climbinleonidio.com/route/no-name-40-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Dr oktagon left variation7a+15m,,,https://climbinleonidio.com/route/dr-oktagon-left-variation-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Dr oktagon8a+15m,,,https://climbinleonidio.com/route/dr-oktagon-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,No name 437b15m,,,https://climbinleonidio.com/route/no-name-43-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,No name 447a+15m,,,https://climbinleonidio.com/route/no-name-44-31/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Caveman7a15m,,,https://climbinleonidio.com/route/caveman-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Stone age graffiti7b15m,,,https://climbinleonidio.com/route/stone-age-graffiti-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Erdogan is a terrorist?15m,,,https://climbinleonidio.com/route/erdogan-is-a-terrorist-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Project?22m,,,https://climbinleonidio.com/route/project-91/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Action indirect?22m,,,https://climbinleonidio.com/route/action-indirect-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Fingerbillard7b22m,,,https://climbinleonidio.com/route/fingerbillard-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,The bee7c22m,,,https://climbinleonidio.com/route/the-bee-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,"Girl, you’ll be a woman soon7a+22m",,,https://climbinleonidio.com/route/girl-youll-be-a-woman-soon-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Le big mac7b+22m,,,https://climbinleonidio.com/route/le-big-mac-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Chrisul5b30m,,,https://climbinleonidio.com/route/chrisul-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Nihao5c35m,,,https://climbinleonidio.com/route/nihao-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Chilema6a+35m,,,https://climbinleonidio.com/route/chilema-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Manzou6b20m,,,https://climbinleonidio.com/route/manzou-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Haesghum6b30m,,,https://climbinleonidio.com/route/haesghum-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Zaijian6b35m,,,https://climbinleonidio.com/route/zaijian-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Juar6a20m,,,https://climbinleonidio.com/route/juar-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Gudsi6b20m,,,https://climbinleonidio.com/route/gudsi-16/
01,"NifadaAt 800m elevation, a colorful cave with hardcore sport climbing. Just before it is Frankenstein, a grey cliff with a few 5c-6b routes.",,Gudsi ext6b35m,,,https://climbinleonidio.com/route/gudsi-ext-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Hoch dit been7a+34m,,,https://climbinleonidio.com/route/hoch-dit-been-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Viele wege führen nach room6c+25m,,,https://climbinleonidio.com/route/viele-wege-fuhren-nach-room-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,No pasaran!7c25m,,,https://climbinleonidio.com/route/no-pasaran-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,No pasaran! Ext8a?32m,,,https://climbinleonidio.com/route/no-pasaran-ext-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Concave7b30m,,,https://climbinleonidio.com/route/concave-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Convex7c+30m,,,https://climbinleonidio.com/route/convex-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Mono dedos7c30m,,,https://climbinleonidio.com/route/mono-dedos-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Stairway to heaven6c15m,,,https://climbinleonidio.com/route/stairway-to-heaven-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Fakir7c15m,,,https://climbinleonidio.com/route/fakir-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Fakir ext8b?32m,,,https://climbinleonidio.com/route/fakir-ext-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Dutch cupcake7c28m,,,https://climbinleonidio.com/route/dutch-cupcake-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Gran cereal7c+28m,,,https://climbinleonidio.com/route/gran-cereal-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,From berlin to bombay7a+15m,,,https://climbinleonidio.com/route/from-berlin-to-bombay-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Blue whale’s dick8a28m,,,https://climbinleonidio.com/route/blue-whales-dick-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Gecko slalom7c15m,,,https://climbinleonidio.com/route/gecko-slalom-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Gecko slalom ext8a25m,,,https://climbinleonidio.com/route/gecko-slalom-ext-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Blue tufas7b23m,,,https://climbinleonidio.com/route/blue-tufas-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Adartes7b24m,,,https://climbinleonidio.com/route/adartes-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Noah6c24m,,,https://climbinleonidio.com/route/noah-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Dinaki6c20m,,,https://climbinleonidio.com/route/dinaki-16/
02,"PanoramaAt 700m elevation, a shady and cool crag with technical, vertical climbing. Bolting, though, is not climber-friendly.",,Lou6b20m,,,https://climbinleonidio.com/route/lou-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Copper pipe7c30m,,,https://climbinleonidio.com/route/copper-pipe-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Diet dope7b25m,,,https://climbinleonidio.com/route/diet-dope-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,The battle of succession7c25m,,,https://climbinleonidio.com/route/the-battle-of-succession-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,The battle of succession ext8a45m,,,https://climbinleonidio.com/route/the-battle-of-succession-ext-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,David direct8c?30m,,,https://climbinleonidio.com/route/david-direct-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,David8a30m,,,https://climbinleonidio.com/route/david-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,David ext 18a+40m,,,https://climbinleonidio.com/route/david-ext-1-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,David ext 28b+?60m,,,https://climbinleonidio.com/route/david-ext-2-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Goliath 1st part7c35m,,,https://climbinleonidio.com/route/goliath-1st-part-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Goliath8b60m,,,https://climbinleonidio.com/route/goliath-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Natural mystic8c35m,,,https://climbinleonidio.com/route/natural-mystic-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,1210,,1210,,https://climbinleonidio.com/route/10-hispanos-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,1310,,1310,,https://climbinleonidio.com/route/10-hispanos-ext-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Eisvoleas7c20m,,,https://climbinleonidio.com/route/eisvoleas-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Venganza del silencio8a20m,,,https://climbinleonidio.com/route/venganza-del-silencio-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,On the edge8a20m,,,https://climbinleonidio.com/route/on-the-edge-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Pope star7c35m,,,https://climbinleonidio.com/route/pope-star-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Mavra dakrya7b25m,,,https://climbinleonidio.com/route/mavra-dakrya-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Du opfa8a25m,,,https://climbinleonidio.com/route/du-opfa-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Du opfa ext8c+?40m,,,https://climbinleonidio.com/route/du-opfa-ext-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Skouliki7b+20m,,,https://climbinleonidio.com/route/skouliki-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Kneebaropoulos7a+25m,,,https://climbinleonidio.com/route/kneebaropoulos-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Kneebaropoulos ext8c+?50m,,,https://climbinleonidio.com/route/kneebaropoulos-ext-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Free fall7c+30m,,,https://climbinleonidio.com/route/free-fall-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Free fall ext8b+40m,,,https://climbinleonidio.com/route/free-fall-ext-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Kopakabana7c+30m,,,https://climbinleonidio.com/route/kopakabana-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Kopakabana ext8b37m,,,https://climbinleonidio.com/route/kopakabana-ext-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Jolly jump8a+30m,,,https://climbinleonidio.com/route/jolly-jump-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Jolly jump ext9a?40m,,,https://climbinleonidio.com/route/jolly-jump-ext-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Die heilige dreifaltigkeit7b20m,,,https://climbinleonidio.com/route/die-heilige-dreifaltigkeit-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Paranihida7a+20m,,,https://climbinleonidio.com/route/paranihida-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Paranihida ext 18a28m,,,https://climbinleonidio.com/route/paranihida-ext-1-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Paranihida ext 28b+40m,,,https://climbinleonidio.com/route/paranihida-ext-2-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Ernie7b+22m,,,https://climbinleonidio.com/route/ernie-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Bert7c22m,,,https://climbinleonidio.com/route/bert-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Insane in the membrane7b20m,,,https://climbinleonidio.com/route/insane-in-the-membrane-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Insane hanuman8b30m,,,https://climbinleonidio.com/route/insane-hanuman-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Hanuman7c20m,,,https://climbinleonidio.com/route/hanuman-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Hanuman ext8c30m,,,https://climbinleonidio.com/route/hanuman-ext-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,At tension7a+20m,,,https://climbinleonidio.com/route/at-tension-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,At tension ext8b+?25m,,,https://climbinleonidio.com/route/at-tension-ext-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Scorpion venom8b+?25m,,,https://climbinleonidio.com/route/scorpion-venom-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Project???m,,,https://climbinleonidio.com/route/project-92/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Hima sto kyma8b35m,,,https://climbinleonidio.com/route/hima-sto-kyma-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Mr miyagi7c+12m,,,https://climbinleonidio.com/route/mr-miyagi-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Daniel san7c12m,,,https://climbinleonidio.com/route/daniel-san-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Lolly pope7b25m,,,https://climbinleonidio.com/route/lolly-pope-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Winter is coming6c15m,,,https://climbinleonidio.com/route/winter-is-coming-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Techno berlin6c20m,,,https://climbinleonidio.com/route/techno-berlin-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Drigi drigi mana mou7b+22m,,,https://climbinleonidio.com/route/drigi-drigi-mana-mou-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Cobra8a25m,,,https://climbinleonidio.com/route/cobra-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,El ojo de nazar7c20m,,,https://climbinleonidio.com/route/el-ojo-de-nazar-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Lolek8a20m,,,https://climbinleonidio.com/route/lolek-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Bolek8a20m,,,https://climbinleonidio.com/route/bolek-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Jazz against the machine7c+20m,,,https://climbinleonidio.com/route/jazz-against-the-machine-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Silvester alone7c22m,,,https://climbinleonidio.com/route/silvester-alone-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,So ill7a+22m,,,https://climbinleonidio.com/route/so-ill-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Hopfigkeiten am wirsthaus...7a22m,,,https://climbinleonidio.com/route/hopfigkeiten-am-wirsthaus-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,White rabbit6b15m,,,https://climbinleonidio.com/route/white-rabbit-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Cornflakes + tahini7a22m,,,https://climbinleonidio.com/route/cornflakes-tahini-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Ice cream7b22m,,,https://climbinleonidio.com/route/ice-cream-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,I scream7c22m,,,https://climbinleonidio.com/route/i-scream-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Bibo6a+22m,,,https://climbinleonidio.com/route/bibo-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Last chance for a slow dance6b+22m,,,https://climbinleonidio.com/route/last-chance-for-a-slow-dance-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Gypsy climb7c+20m,,,https://climbinleonidio.com/route/gypsy-climb-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Troubadix6c+15m,,,https://climbinleonidio.com/route/troubadix-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Majestix6b+12m,,,https://climbinleonidio.com/route/majestix-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Miraculix6c12m,,,https://climbinleonidio.com/route/miraculix-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Verleinix6b12m,,,https://climbinleonidio.com/route/verleinix-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Muscule shirt5c12m,,,https://climbinleonidio.com/route/muscule-shirt-16/
03,ElonaA world-class tufa crag in the mountains for hardcore sport climbing.,,Idefix5a10m,,,https://climbinleonidio.com/route/idefix-16/
04,"NeanderthalA new hard crag in the mountains at 750m. Short, tough cave routes, or longer climbs on tufas and compact walls.",,A l’aurée du doigt8b10m,,,https://climbinleonidio.com/route/a-lauree-du-doigt-16/
04,"NeanderthalA new hard crag in the mountains at 750m. Short, tough cave routes, or longer climbs on tufas and compact walls.",,Mechanical doping8a+10m,,,https://climbinleonidio.com/route/mechanical-doping-16/
04,"NeanderthalA new hard crag in the mountains at 750m. Short, tough cave routes, or longer climbs on tufas and compact walls.",,La crème des imbéciles8b+10m,,,https://climbinleonidio.com/route/la-creme-des-imbeciles-16/
04,"NeanderthalA new hard crag in the mountains at 750m. Short, tough cave routes, or longer climbs on tufas and compact walls.",,Magic mushroom8a+10m,,,https://climbinleonidio.com/route/magic-mushroom-16/
04,"NeanderthalA new hard crag in the mountains at 750m. Short, tough cave routes, or longer climbs on tufas and compact walls.",,Ou c’est tu?7b18m,,,https://climbinleonidio.com/route/ou-cest-tu-16/
04,"NeanderthalA new hard crag in the mountains at 750m. Short, tough cave routes, or longer climbs on tufas and compact walls.",,The arête7a15m,,,https://climbinleonidio.com/route/the-arete-16/
